"ulb","ward","propertyid","oldpropertyid","acknowldgementnumber","propertytype","usagecategory","creationreason","status","createdtime"
"Balugaon","01","PT-BLG-571925",NULL,"PT-AC-BLG-2022-01-19-572016","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Balugaon","01","PT-BLG-571926",NULL,"PT-AC-BLG-2022-01-19-572017","Vacant Land","Non Residentials Others","CREATE","ACTIVE","2022-01-19"
"Jharsuguda","05","PT-JRS-571927",NULL,"PT-AC-JRS-2022-01-19-572018","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Balugaon","01","PT-BLG-571928",NULL,"PT-AC-BLG-2022-01-19-572019","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Balugaon","01","PT-BLG-571929",NULL,"PT-AC-BLG-2022-01-19-572020","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Balugaon","01","PT-BLG-571930",NULL,"PT-AC-BLG-2022-01-19-572021","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Balugaon","01","PT-BLG-571931",NULL,"PT-AC-BLG-2022-01-19-572022","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Brajrajnagar","22","PT-BJR-571876",NULL,"PT-AC-BJR-2022-01-19-572023","Independent Property","Independent Property","UPDATE","ACTIVE","2022-01-19"
"Deogarh","09","PT-DBG-571932",NULL,"PT-AC-DBG-2022-01-19-572024","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Jeypore","17","PT-JPR-571933",NULL,"PT-AC-JPR-2022-01-19-572025","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Rourkela","01","PT-RRK-571934",NULL,"PT-AC-RRK-2022-01-19-572026","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Athmallik","01","PT-ATM-571935",NULL,"PT-AC-ATM-2022-01-19-572027","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Athmallik","01","PT-ATM-571936",NULL,"PT-AC-ATM-2022-01-19-572028","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Jeypore","17","PT-JPR-571937",NULL,"PT-AC-JPR-2022-01-20-572029","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Balugaon","01","PT-BLG-571938",NULL,"PT-AC-BLG-2022-01-20-572030","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Balugaon","06","PT-BLG-571939",NULL,"PT-AC-BLG-2022-01-20-572031","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Balugaon","06","PT-BLG-571940",NULL,"PT-AC-BLG-2022-01-20-572032","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Balugaon","06","PT-BLG-571941",NULL,"PT-AC-BLG-2022-01-20-572033","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Khandapada","11","PT-KHN-571942",NULL,"PT-AC-KHN-2022-01-20-572034","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Jeypore","21","PT-JPR-571943",NULL,"PT-AC-JPR-2022-01-20-572035","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Balugaon","01","PT-BLG-571944",NULL,"PT-AC-BLG-2022-01-20-572036","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Balugaon","01","PT-BLG-571945",NULL,"PT-AC-BLG-2022-01-20-572037","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Jeypore","15","PT-JPR-571946",NULL,"PT-AC-JPR-2022-01-20-572038","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Puri","11","PT-PRI-571947",NULL,"PT-AC-PRI-2022-01-20-572039","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Athmallik","01","PT-ATM-571948",NULL,"PT-AC-ATM-2022-01-20-572040","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-20"
"Puri","11","PT-PRI-571950",NULL,"PT-AC-PRI-2022-01-20-572042","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Deogarh","11","PT-DBG-571949",NULL,"PT-AC-DBG-2022-01-20-572041","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Puri","13","PT-PRI-571951",NULL,"PT-AC-PRI-2022-01-20-572043","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Deogarh","11","PT-DBG-571952",NULL,"PT-AC-DBG-2022-01-20-572044","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Balugaon","09","PT-BLG-571953",NULL,"PT-AC-BLG-2022-01-20-572045","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Puri","06","PT-PRI-571954",NULL,"PT-AC-PRI-2022-01-20-572046","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-20"
"Deogarh","09","PT-DBG-571955",NULL,"PT-AC-DBG-2022-01-21-572047","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Deogarh","09","PT-DBG-571956",NULL,"PT-AC-DBG-2022-01-21-572048","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Deogarh","09","PT-DBG-571957",NULL,"PT-AC-DBG-2022-01-21-572049","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Deogarh","09","PT-DBG-571958",NULL,"PT-AC-DBG-2022-01-21-572052","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Athmallik","01","PT-ATM-571959",NULL,"PT-AC-ATM-2022-01-21-572053","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-21"
"Deogarh","09","PT-DBG-571960",NULL,"PT-AC-DBG-2022-01-21-572054","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Deogarh","07","PT-DBG-571961",NULL,"PT-AC-DBG-2022-01-21-572055","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Deogarh","09","PT-DBG-571962",NULL,"PT-AC-DBG-2022-01-21-572056","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-01-21"
"Balugaon","09","PT-BLG-571963",NULL,"PT-AC-BLG-2022-01-21-572057","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Balugaon","09","PT-BLG-571964",NULL,"PT-AC-BLG-2022-01-21-572058","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Rourkela","01","PT-RRK-571965",NULL,"PT-AC-RRK-2022-01-21-572059","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-21"
"Balugaon","09","PT-BLG-571966",NULL,"PT-AC-BLG-2022-01-21-572060","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Athmallik","01","PT-ATM-571967",NULL,"PT-AC-ATM-2022-01-21-572061","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-21"
"Athmallik","01","PT-ATM-571968",NULL,"PT-AC-ATM-2022-01-21-572062","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-21"
"Jeypore","18","PT-JPR-571969",NULL,"PT-AC-JPR-2022-01-21-572063","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-21"
"Balugaon","09","PT-BLG-571970",NULL,"PT-AC-BLG-2022-01-22-572065","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-22"
"Balugaon","09","PT-BLG-571971",NULL,"PT-AC-BLG-2022-01-22-572066","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-22"
"Balugaon","09","PT-BLG-571972",NULL,"PT-AC-BLG-2022-01-22-572067","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-22"
"Balugaon","09","PT-BLG-571973",NULL,"PT-AC-BLG-2022-01-22-572068","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-22"
"Balugaon","09","PT-BLG-571974",NULL,"PT-AC-BLG-2022-01-22-572069","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-22"
"Balugaon","09","PT-BLG-571975",NULL,"PT-AC-BLG-2022-01-23-572070","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-23"
"Balugaon","09","PT-BLG-571976",NULL,"PT-AC-BLG-2022-01-23-572071","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-23"
"Athmallik","01","PT-ATM-571978",NULL,"PT-AC-ATM-2022-01-24-572073","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-24"
"Athmallik","01","PT-ATM-571979",NULL,"PT-AC-ATM-2022-01-24-572074","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-24"
"Balugaon","09","PT-BLG-571980",NULL,"PT-AC-BLG-2022-01-24-572075","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Athmallik","01","PT-ATM-571981",NULL,"PT-AC-ATM-2022-01-24-572076","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-24"
"Balugaon","09","PT-BLG-571982",NULL,"PT-AC-BLG-2022-01-24-572077","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Deogarh","03","PT-DBG-571983",NULL,"PT-AC-DBG-2022-01-24-572078","Independent Property","Mixed","CREATE","ACTIVE","2022-01-24"
"Balugaon","09","PT-BLG-571984",NULL,"PT-AC-BLG-2022-01-24-572079","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Balugaon","05","PT-BLG-571985",NULL,"PT-AC-BLG-2022-01-24-572080","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Balugaon","05","PT-BLG-571986",NULL,"PT-AC-BLG-2022-01-24-572081","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Balugaon","05","PT-BLG-571987",NULL,"PT-AC-BLG-2022-01-24-572082","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Balugaon","01","PT-BLG-571988",NULL,"PT-AC-BLG-2022-01-24-572083","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Balugaon","01","PT-BLG-571989",NULL,"PT-AC-BLG-2022-01-24-572084","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-01-24"
"Balugaon","02","PT-BLG-571990",NULL,"PT-AC-BLG-2022-01-24-572085","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-01-24"
"Tarbha","09","PT-TRB-571991",NULL,"PT-AC-TRB-2022-01-24-572086","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Tarbha","06","PT-TRB-571880",NULL,"PT-AC-TRB-2022-01-24-572087","Independent Property","Independent Property","UPDATE","INACTIVE","2022-01-24"
"Athmallik","01","PT-ATM-571992",NULL,"PT-AC-ATM-2022-01-24-572088","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-24"
"Balugaon","01","PT-BLG-571993",NULL,"PT-AC-BLG-2022-01-24-572089","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-24"
"Athmallik","01","PT-ATM-571994",NULL,"PT-AC-ATM-2022-01-25-572092","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-25"
"Brajrajnagar","22","PT-BJR-571995",NULL,"PT-AC-BJR-2022-01-25-572093","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-25"
"Athmallik","01","PT-ATM-571996",NULL,"PT-AC-ATM-2022-01-25-572094","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-25"
"Athmallik","01","PT-ATM-571997",NULL,"PT-AC-ATM-2022-01-25-572095","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-25"
"Jeypore","17","PT-JPR-571998",NULL,"PT-AC-JPR-2022-01-25-572096","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-25"
"Chatrapur","03","PT-CHH-571999",NULL,"PT-AC-CHH-2022-01-26-572097","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-26"
"Brajrajnagar","22","PT-BJR-572000",NULL,"PT-AC-BJR-2022-01-27-572098","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Titilagarh","14","PT-TTG-572001",NULL,"PT-AC-TTG-2022-01-27-572099","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Titilagarh","02","PT-TTG-572002",NULL,"PT-AC-TTG-2022-01-27-572100","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Deogarh","11","PT-DBG-572003",NULL,"PT-AC-DBG-2022-01-27-572102","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Brajrajnagar","22","PT-BJR-572004",NULL,"PT-AC-BJR-2022-01-27-572103","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Deogarh","11","PT-DBG-572005",NULL,"PT-AC-DBG-2022-01-27-572104","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Brajrajnagar","22","PT-BJR-572006",NULL,"PT-AC-BJR-2022-01-27-572105","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Bhawanipatna","01","PT-BWP-572007",NULL,"PT-AC-BWP-2022-01-27-572106","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Balugaon","05","PT-BLG-572008",NULL,"PT-AC-BLG-2022-01-27-572107","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Kuchinda","09","PT-KCN-572009",NULL,"PT-AC-KCN-2022-01-27-572108","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Balugaon","01","PT-BLG-572010",NULL,"PT-AC-BLG-2022-01-27-572109","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Athmallik","01","PT-ATM-572011",NULL,"PT-AC-ATM-2022-01-27-572110","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-27"
"Balugaon","01","PT-BLG-572012",NULL,"PT-AC-BLG-2022-01-27-572111","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Balugaon","01","PT-BLG-572013",NULL,"PT-AC-BLG-2022-01-27-572112","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Brajrajnagar","03","PT-BJR-572014",NULL,"PT-AC-BJR-2022-01-27-572113","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Balugaon","01","PT-BLG-572015",NULL,"PT-AC-BLG-2022-01-27-572114","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Athmallik","01","PT-ATM-572016",NULL,"PT-AC-ATM-2022-01-27-572115","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-27"
"Athmallik","01","PT-ATM-572017",NULL,"PT-AC-ATM-2022-01-27-572116","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-27"
"Dhenkanal","08","PT-DKN-572018",NULL,"PT-AC-DKN-2022-01-27-572117","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Dhenkanal","01","PT-DKN-572019",NULL,"PT-AC-DKN-2022-01-27-572118","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-27"
"Bhawanipatna","19","PT-BWP-572020",NULL,"PT-AC-BWP-2022-01-28-572119","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-28"
"Athmallik","01","PT-ATM-572021",NULL,"PT-AC-ATM-2022-01-28-572120","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Athmallik","01","PT-ATM-572022",NULL,"PT-AC-ATM-2022-01-28-572121","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Athmallik","01","PT-ATM-572023",NULL,"PT-AC-ATM-2022-01-28-572122","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Athmallik","01","PT-ATM-572024",NULL,"PT-AC-ATM-2022-01-28-572123","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Athmallik","01","PT-ATM-572025",NULL,"PT-AC-ATM-2022-01-28-572124","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Athmallik","01","PT-ATM-572026",NULL,"PT-AC-ATM-2022-01-28-572125","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Athmallik","01","PT-ATM-572027",NULL,"PT-AC-ATM-2022-01-28-572126","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Balugaon","01","PT-BLG-572028",NULL,"PT-AC-BLG-2022-01-28-572127","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-28"
"Balugaon","01","PT-BLG-572029",NULL,"PT-AC-BLG-2022-01-28-572128","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-28"
"Athmallik","01","PT-ATM-572030",NULL,"PT-AC-ATM-2022-01-28-572129","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Balugaon","01","PT-BLG-572031",NULL,"PT-AC-BLG-2022-01-28-572130","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-28"
"Athmallik","01","PT-ATM-572032",NULL,"PT-AC-ATM-2022-01-28-572131","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-28"
"Brajrajnagar","14","PT-BJR-572033",NULL,"PT-AC-BJR-2022-01-28-572132","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-28"
"Jeypore","18","PT-JPR-572034",NULL,"PT-AC-JPR-2022-01-28-572133","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-28"
"Deogarh","02","PT-DBG-571919",NULL,"PT-AC-DBG-2022-01-29-572137","Shared Property","Independent Property","UPDATE","ACTIVE","2022-01-29"
"Soro","07","PT-SOR-572035",NULL,"PT-AC-SOR-2022-01-29-572138","Shared Property","Independent Property","CREATE","INACTIVE","2022-01-29"
"Brajrajnagar","09","PT-BJR-572036",NULL,"PT-AC-BJR-2022-01-29-572139","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-29"
"Brajrajnagar","09","PT-BJR-572037",NULL,"PT-AC-BJR-2022-01-29-572140","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-29"
"Athmallik","01","PT-ATM-572038",NULL,"PT-AC-ATM-2022-01-29-572141","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-29"
"Athmallik","01","PT-ATM-572040",NULL,"PT-AC-ATM-2022-01-29-572143","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-29"
"Balugaon","01","PT-BLG-572041",NULL,"PT-AC-BLG-2022-01-29-572144","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-29"
"Balugaon","01","PT-BLG-572042",NULL,"PT-AC-BLG-2022-01-29-572145","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-29"
"Jeypore","21","PT-JPR-572043",NULL,"PT-AC-JPR-2022-01-29-572146","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-29"
"Athmallik","01","PT-ATM-572044",NULL,"PT-AC-ATM-2022-01-29-572147","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-29"
"Athmallik","01","PT-ATM-572045",NULL,"PT-AC-ATM-2022-01-29-572148","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-29"
"Jeypore","18","PT-JPR-572046",NULL,"PT-AC-JPR-2022-01-29-572149","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-29"
"Brajrajnagar","13","PT-BJR-572047",NULL,"PT-AC-BJR-2022-01-31-572150","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-31"
"Balugaon","10","PT-BLG-572048",NULL,"PT-AC-BLG-2022-01-31-572151","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-31"
"Deogarh","08","PT-DBG-572049",NULL,"PT-AC-DBG-2022-01-31-572153","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-31"
"Puri","11","PT-PRI-572050",NULL,"PT-AC-PRI-2022-01-31-572154","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-31"
"Balugaon","11","PT-BLG-572051",NULL,"PT-AC-BLG-2022-01-31-572155","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-31"
"Jeypore","21","PT-JPR-572052",NULL,"PT-AC-JPR-2022-01-31-572156","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-31"
"Balugaon","01","PT-BLG-572053",NULL,"PT-AC-BLG-2022-01-31-572157","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-31"
"Athmallik","01","PT-ATM-572054",NULL,"PT-AC-ATM-2022-02-01-572159","Vacant Land","Independent Property","CREATE","INWORKFLOW","2022-02-01"
"Puri","11","PT-PRI-572055",NULL,"PT-AC-PRI-2022-02-01-572160","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Brajrajnagar","10","PT-BJR-572056",NULL,"PT-AC-BJR-2022-02-01-572161","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Angul","01","PT-ANG-572057",NULL,"PT-AC-ANG-2022-02-01-572162","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-01"
"Deogarh","11","PT-DBG-572058",NULL,"PT-AC-DBG-2022-02-01-572164","Shared Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Jeypore","21","PT-JPR-572059",NULL,"PT-AC-JPR-2022-02-01-572165","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Jeypore","21","PT-JPR-572060",NULL,"PT-AC-JPR-2022-02-01-572166","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Jeypore","22","PT-JPR-572061",NULL,"PT-AC-JPR-2022-02-01-572167","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Jeypore","18","PT-JPR-572063",NULL,"PT-AC-JPR-2022-02-01-572169","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Jeypore","17","PT-JPR-572064",NULL,"PT-AC-JPR-2022-02-01-572170","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Jeypore","16","PT-JPR-572065",NULL,"PT-AC-JPR-2022-02-01-572172","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Jeypore","16","PT-JPR-572066",NULL,"PT-AC-JPR-2022-02-01-572173","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-01"
"Athmallik","01","PT-ATM-572067",NULL,"PT-AC-ATM-2022-02-02-572174","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-02"
"Athmallik","01","PT-ATM-572068",NULL,"PT-AC-ATM-2022-02-02-572175","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-02"
"Athmallik","01","PT-ATM-572069",NULL,"PT-AC-ATM-2022-02-02-572176","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-02"
"Puri","11","PT-PRI-572070",NULL,"PT-AC-PRI-2022-02-02-572177","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-02"
"Brajrajnagar","13","PT-BJR-572071",NULL,"PT-AC-BJR-2022-02-02-572178","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-02"
"Athmallik","01","PT-ATM-572072",NULL,"PT-AC-ATM-2022-02-02-572179","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-02"
"Karanjia","04","PT-KRN-572073",NULL,"PT-AC-KRN-2022-02-02-572180","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-02"
"Athmallik","01","PT-ATM-572074",NULL,"PT-AC-ATM-2022-02-02-572181","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-02"
"Athmallik","01","PT-ATM-572075",NULL,"PT-AC-ATM-2022-02-02-572182","Vacant Land","Independent Property","CREATE","INWORKFLOW","2022-02-02"
"Bhawanipatna","16","PT-BWP-572076",NULL,"PT-AC-BWP-2022-02-02-572183","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-02"
"Jeypore","15","PT-JPR-572077",NULL,"PT-AC-JPR-2022-02-02-572184","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-02-02"
"Jeypore","15","PT-JPR-572078",NULL,"PT-AC-JPR-2022-02-03-572185","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Bhawanipatna","06","PT-BWP-572080",NULL,"PT-AC-BWP-2022-02-03-572188","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Dhenkanal","09","PT-DKN-572081",NULL,"PT-AC-DKN-2022-02-03-572189","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Jagatsinghpur","17","PT-JGT-572082",NULL,"PT-AC-JGT-2022-02-03-572190","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Deogarh","09","PT-DBG-572083",NULL,"PT-AC-DBG-2022-02-03-572191","Shared Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Athmallik","01","PT-ATM-572084",NULL,"PT-AC-ATM-2022-02-03-572192","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Athmallik","01","PT-ATM-572085",NULL,"PT-AC-ATM-2022-02-03-572193","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Athmallik","01","PT-ATM-572086",NULL,"PT-AC-ATM-2022-02-03-572194","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Dhenkanal","08","PT-DKN-572087",NULL,"PT-AC-DKN-2022-02-03-572195","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Athmallik","01","PT-ATM-572088",NULL,"PT-AC-ATM-2022-02-03-572196","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Deogarh","09","PT-DBG-572089",NULL,"PT-AC-DBG-2022-02-03-572197","Shared Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Athmallik","01","PT-ATM-572090",NULL,"PT-AC-ATM-2022-02-03-572198","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Deogarh","09","PT-DBG-572091",NULL,"PT-AC-DBG-2022-02-03-572199","Shared Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Dhenkanal","04","PT-DKN-572092",NULL,"PT-AC-DKN-2022-02-03-572200","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Athmallik","01","PT-ATM-572093",NULL,"PT-AC-ATM-2022-02-03-572201","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Pipli","06","PT-PPL-572094",NULL,"PT-AC-PPL-2022-02-03-572202","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Pipli","06","PT-PPL-572095",NULL,"PT-AC-PPL-2022-02-03-572203","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Pipli","05","PT-PPL-572096",NULL,"PT-AC-PPL-2022-02-03-572204","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Athmallik","01","PT-ATM-572097",NULL,"PT-AC-ATM-2022-02-03-572205","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Athmallik","01","PT-ATM-572098",NULL,"PT-AC-ATM-2022-02-03-572206","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Athmallik","01","PT-ATM-572100",NULL,"PT-AC-ATM-2022-02-03-572209","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Soro","07","PT-SOR-572035",NULL,"PT-AC-SOR-2022-02-03-572211","Shared Property","Independent Property","UPDATE","INWORKFLOW","2022-02-03"
"Athmallik","01","PT-ATM-572103",NULL,"PT-AC-ATM-2022-02-03-572213","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Athmallik","01","PT-ATM-572104",NULL,"PT-AC-ATM-2022-02-03-572215","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-03"
"Jeypore","17","PT-JPR-572105",NULL,"PT-AC-JPR-2022-02-03-572216","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Jeypore","18","PT-JPR-572106",NULL,"PT-AC-JPR-2022-02-03-572217","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Jeypore","17","PT-JPR-572107",NULL,"PT-AC-JPR-2022-02-03-572218","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
"Jharsuguda","05","PT-JRS-572108",NULL,"PT-AC-JRS-2022-02-03-572219","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-03"
