"ulb","ward","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Banki",NULL,"2022-01-10","01/2021-22/010800","2022-01-10",245.00,"Property Tax"
"Banki","12","2022-01-10","01/2021-22/011152","2022-01-10",72.00,"Property Tax"
"Banki","12","2022-01-10","01/2021-22/010848","2022-01-10",54.00,"Property Tax"
"Banki","12","2022-01-10","01/2021-22/010847","2022-01-10",54.00,"Property Tax"
"Chatrapur","01","2021-12-24","12/2021-22/007150","2021-12-24",600.00,"Property Tax"
"Banki","12","2022-01-18","01/2021-22/014870","2022-01-18",534.00,"Property Tax"
"Banki","12","2022-01-13","01/2021-22/012074","2022-01-13",179.00,"Property Tax"
"Banki",NULL,"2022-01-10","01/2021-22/010853","2022-01-10",182.00,"Property Tax"
"Banki","12","2022-01-10","01/2021-22/010849","2022-01-10",14.00,"Property Tax"
"Banki",NULL,"2022-01-17","01/2021-22/014335","2022-01-17",528.00,"Property Tax"
"Banki",NULL,"2022-01-10","01/2021-22/010891","2022-01-10",448.00,"Property Tax"
"Banki","14","2022-01-17","01/2021-22/014237","2022-01-17",232.00,"Property Tax"
"Banki","14","2022-01-18","01/2021-22/014794","2022-01-18",634.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009818","2022-01-05",70.00,"Property Tax"
"Chatrapur","03","2021-11-26","11/2021-22/002309","2021-11-26",5000.00,"Property Tax"
"Chatrapur",NULL,"2022-01-18","01/2021-22/014858","2022-01-18",21162.00,"Property Tax"
"Chatrapur","06","2021-12-10","12/2021-22/004275","2021-12-10",22470.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/013642","2022-01-17",542.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/013587","2022-01-17",748.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/014063","2022-01-17",296.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/014060","2022-01-17",296.00,"Property Tax"
"Chatrapur","06","2022-01-17","01/2021-22/013800","2022-01-17",600.00,"Property Tax"
"Chatrapur",NULL,"2022-01-10","01/2021-22/011042","2022-01-10",1000.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009821","2022-01-05",302.00,"Property Tax"
"Banki","14","2021-12-14","12/2021-22/005136","2021-12-14",211.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/013921","2022-01-17",331.00,"Property Tax"
"Banki","12","2022-01-18","01/2021-22/014776","2022-01-18",6528.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/013758","2022-01-17",213.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/014002","2022-01-17",166.00,"Property Tax"
"Banki",NULL,"2022-01-04","01/2021-22/009531","2022-01-04",626.00,"Property Tax"
"Chatrapur","05","2021-12-07","12/2021-22/003611","2021-12-07",4190.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/014534","2022-01-17",201.00,"Property Tax"
"Banki","12","2022-01-13","01/2021-22/012022","2022-01-13",110.00,"Property Tax"
"Banki","12","2022-01-13","01/2021-22/012023","2022-01-13",309.00,"Property Tax"
"Chatrapur","04","2021-12-28","12/2021-22/007599","2021-12-28",716.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009814","2022-01-05",290.00,"Property Tax"
"Banki",NULL,"2022-01-17","01/2021-22/014261","2022-01-17",494.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009854","2022-01-05",170.00,"Property Tax"
"Banki","15","2021-12-28","12/2021-22/007689","2021-12-28",209.00,"Property Tax"
"Banki",NULL,"2022-01-18","01/2021-22/014816","2022-01-18",1312.00,"Property Tax"
"Chatrapur",NULL,"2021-12-07","12/2021-22/003629","2021-12-07",154.00,"Property Tax"
"Chatrapur",NULL,"2021-12-27","12/2021-22/007432","2021-12-27",9664.00,"Property Tax"
"Banki","14","2022-01-17","01/2021-22/014540","2022-01-17",523.00,"Property Tax"
"Banki",NULL,"2022-01-17","01/2021-22/014308","2022-01-17",320.00,"Property Tax"
"Banki","14","2022-01-05","01/2021-22/009859","2022-01-05",106.00,"Property Tax"
"Banki","14","2022-01-05","01/2021-22/009858","2022-01-05",48.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009832","2022-01-05",80.00,"Property Tax"
"Chatrapur","04","2022-01-12","01/2021-22/011936","2022-01-12",2036.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009828","2022-01-05",20.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/014531","2022-01-17",117.00,"Property Tax"
"Chatrapur",NULL,"2022-01-18","01/2021-22/015886","2022-01-18",360.00,"Property Tax"
"Banki","14","2022-01-17","01/2021-22/014280","2022-01-17",496.00,"Property Tax"
"Chatrapur","10","2021-12-10","12/2021-22/004217","2021-12-10",1000.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009837","2022-01-05",83.00,"Property Tax"
"Chatrapur",NULL,"2021-12-21","12/2021-22/006578","2021-12-21",6610.00,"Property Tax"
"Banki","05","2022-01-10","01/2021-22/010905","2022-01-10",296.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009825","2022-01-05",171.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009805","2022-01-05",286.00,"Property Tax"
"Banki",NULL,"2022-01-18","01/2021-22/015752","2022-01-18",176.00,"Property Tax"
"Digapahandi","01","2021-11-30","11/2021-22/002696","2021-11-30",323.00,"Property Tax"
"Banki","14","2022-01-05","01/2021-22/009871","2022-01-05",128.00,"Property Tax"
"Digapahandi","01","2022-01-18","01/2021-22/015990","2022-01-18",465.00,"Property Tax"
"Digapahandi",NULL,"2021-11-30","11/2021-22/002703","2021-11-30",3944.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009835","2022-01-05",144.00,"Property Tax"
"Banki","12","2022-01-11","01/2021-22/011308","2022-01-11",1315.00,"Property Tax"
"Banki",NULL,"2022-01-18","01/2021-22/015072","2022-01-18",1304.00,"Property Tax"
"Digapahandi",NULL,"2022-01-18","01/2021-22/015988","2022-01-18",103.00,"Property Tax"
"Banki","12","2022-01-18","01/2021-22/015033","2022-01-18",245.00,"Property Tax"
"Digapahandi","01","2022-01-18","01/2021-22/015991","2022-01-18",166.00,"Property Tax"
"Banki",NULL,"2022-01-17","01/2021-22/013799","2022-01-17",635.00,"Property Tax"
"Digapahandi",NULL,"2021-11-30","11/2021-22/002695","2021-11-30",3132.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/013653","2022-01-17",552.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009857","2022-01-05",135.00,"Property Tax"
"Digapahandi","10","2022-01-18","01/2021-22/015995","2022-01-18",235.00,"Property Tax"
"Digapahandi","01","2022-01-18","01/2021-22/015985","2022-01-18",569.00,"Property Tax"
"Banki","14","2022-01-17","01/2021-22/014257","2022-01-17",314.00,"Property Tax"
"Nabarangpur","15","2022-01-15","01/2021-22/012750","2022-01-15",301.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009790","2022-01-05",176.00,"Property Tax"
"Banki","14","2022-01-11","01/2021-22/011277","2022-01-11",160.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009866","2022-01-05",352.00,"Property Tax"
"Banki","14","2022-01-18","01/2021-22/015602","2022-01-18",243.00,"Property Tax"
"Banki","14","2021-12-29","12/2021-22/007793","2021-12-29",298.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009863","2022-01-05",96.00,"Property Tax"
"Banki",NULL,"2022-01-18","01/2021-22/015644","2022-01-18",108.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009869","2022-01-05",173.00,"Property Tax"
"Banki",NULL,"2022-01-17","01/2021-22/013967","2022-01-17",517.00,"Property Tax"
"Digapahandi","01","2022-01-18","01/2021-22/015993","2022-01-18",191.00,"Property Tax"
"Digapahandi","01","2022-01-18","01/2021-22/015984","2022-01-18",2760.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009870","2022-01-05",165.00,"Property Tax"
"Banki","12","2022-01-10","01/2021-22/010868","2022-01-10",30.00,"Property Tax"
"Banki","12","2022-01-10","01/2021-22/010814","2022-01-10",107.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009824","2022-01-05",147.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009793","2022-01-05",138.00,"Property Tax"
"Banki","12","2022-01-11","01/2021-22/011286","2022-01-11",59.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009855","2022-01-05",122.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009813","2022-01-05",149.00,"Property Tax"
"Banki","05","2022-01-10","01/2021-22/010837","2022-01-10",216.00,"Property Tax"
"Banki","12","2022-01-11","01/2021-22/011377","2022-01-11",341.00,"Property Tax"
"Banki","12","2022-01-10","01/2021-22/010813","2022-01-10",72.00,"Property Tax"
"Banki",NULL,"2022-01-10","01/2021-22/010948","2022-01-10",693.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009812","2022-01-05",157.00,"Property Tax"
"Banki","12","2022-01-10","01/2021-22/010830","2022-01-10",136.00,"Property Tax"
"Banki",NULL,"2022-01-05","01/2021-22/009806","2022-01-05",174.00,"Property Tax"
"Banki","15","2022-01-05","01/2021-22/009810","2022-01-05",144.00,"Property Tax"
"Banki","14","2022-01-05","01/2021-22/009864","2022-01-05",106.00,"Property Tax"
"Koraput","01","2021-12-13","12/2021-22/004584","2021-12-13",3072.00,"Property Tax"
"Digapahandi","02","2022-01-18","01/2021-22/015987","2022-01-18",33.00,"Property Tax"
"Banki","14","2022-01-18","01/2021-22/015618","2022-01-18",160.00,"Property Tax"
"Digapahandi",NULL,"2021-11-30","11/2021-22/002700","2021-11-30",503.00,"Property Tax"
"Koraput","01","2021-12-13","12/2021-22/004539","2021-12-13",9588.00,"Property Tax"
"Digapahandi",NULL,"2021-11-30","11/2021-22/002681","2021-11-30",60.00,"Property Tax"
"Banki","05","2022-01-10","01/2021-22/010860","2022-01-10",238.00,"Property Tax"
"Digapahandi","02","2021-12-27","12/2021-22/007469","2021-12-27",229.00,"Property Tax"
"Digapahandi",NULL,"2021-11-02","11/2021-22/000841","2021-11-02",189.00,"Property Tax"
"Banki","12","2022-01-17","01/2021-22/013716","2022-01-17",3421.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002691","2021-11-30",72.00,"Property Tax"
"Digapahandi",NULL,"2022-01-18","01/2021-22/015992","2022-01-18",279.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002679","2021-11-30",62.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002684","2021-11-30",48.00,"Property Tax"
"Banki",NULL,"2022-01-18","01/2021-22/014856","2022-01-18",816.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002685","2021-11-30",131.00,"Property Tax"
"Banki","12","2022-01-18","01/2021-22/015065","2022-01-18",347.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002682","2021-11-30",119.00,"Property Tax"
"Banki",NULL,"2022-01-10","01/2021-22/010841","2022-01-10",441.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002692","2021-11-30",150.00,"Property Tax"
"Digapahandi",NULL,"2022-01-18","01/2021-22/015989","2022-01-18",375.00,"Property Tax"
"Digapahandi",NULL,"2021-11-30","11/2021-22/002680","2021-11-30",82.00,"Property Tax"
"Digapahandi","01","2021-11-30","11/2021-22/002705","2021-11-30",1792.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002678","2021-11-30",134.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009575","2022-01-04",75.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002701","2021-11-30",180.00,"Property Tax"
"Balugaon","03","2022-01-04","01/2021-22/009622","2022-01-04",88.00,"Property Tax"
"Balugaon","04","2021-11-30","11/2021-22/002618","2021-11-30",77.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002697","2021-11-30",2040.00,"Property Tax"
"Balugaon","06","2022-01-10","01/2021-22/011197","2022-01-10",884.00,"Property Tax"
"Digapahandi",NULL,"2021-11-30","11/2021-22/002704","2021-11-30",9180.00,"Property Tax"
"Balugaon","06","2022-01-10","01/2021-22/011193","2022-01-10",55.00,"Property Tax"
"Balugaon","07","2021-12-14","12/2021-22/004925","2021-12-14",30.00,"Property Tax"
"Balugaon","07","2022-01-12","01/2021-22/011912","2022-01-12",10.00,"Property Tax"
"Balugaon","06","2022-01-11","01/2021-22/011471","2022-01-11",110.00,"Property Tax"
"Balugaon","06","2022-01-15","01/2021-22/012905","2022-01-15",20.00,"Property Tax"
"Balugaon","06","2022-01-15","01/2021-22/012798","2022-01-15",60.00,"Property Tax"
"Balugaon","06","2022-01-11","01/2021-22/011542","2022-01-11",45.00,"Property Tax"
"Balugaon",NULL,"2022-01-15","01/2021-22/012782","2022-01-15",25.00,"Property Tax"
"Balugaon","06","2022-01-10","01/2021-22/011201","2022-01-10",40.00,"Property Tax"
"Balugaon","06","2022-01-15","01/2021-22/012849","2022-01-15",20.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002693","2021-11-30",69.00,"Property Tax"
"Digapahandi","02","2021-11-30","11/2021-22/002683","2021-11-30",64.00,"Property Tax"
"Digapahandi","02","2022-01-18","01/2021-22/015986","2022-01-18",46.00,"Property Tax"
"Digapahandi","10","2022-01-18","01/2021-22/015994","2022-01-18",175.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009500","2022-01-04",36.00,"Property Tax"
"Digapahandi",NULL,"2021-11-30","11/2021-22/002702","2021-11-30",282.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009433","2022-01-04",59.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009490","2022-01-04",36.00,"Property Tax"
"Balugaon",NULL,"2022-01-04","01/2021-22/009522","2022-01-04",65.00,"Property Tax"
"Balugaon",NULL,"2022-01-04","01/2021-22/009444","2022-01-04",131.00,"Property Tax"
"Balugaon",NULL,"2022-01-04","01/2021-22/009467","2022-01-04",130.00,"Property Tax"
"Balugaon","07","2022-01-10","01/2021-22/011071","2022-01-10",85.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009419","2022-01-04",79.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009657","2022-01-04",1069.00,"Property Tax"
"Balugaon","06","2022-01-15","01/2021-22/012726","2022-01-15",105.00,"Property Tax"
"Balugaon","02","2022-01-12","01/2021-22/011899","2022-01-12",10000.00,"Property Tax"
"Balugaon",NULL,"2022-01-10","01/2021-22/011195","2022-01-10",130.00,"Property Tax"
"Balugaon","06","2021-12-07","12/2021-22/003641","2021-12-07",30600.00,"Property Tax"
"Digapahandi","01","2021-11-30","11/2021-22/002698","2021-11-30",8394.00,"Property Tax"
"Balugaon","08","2021-12-29","12/2021-22/007715","2021-12-29",35.00,"Property Tax"
"Koraput","03","2021-12-21","12/2021-22/006500","2021-12-21",5464.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009511","2022-01-04",50.00,"Property Tax"
"Balugaon","08","2022-01-15","01/2021-22/012761","2022-01-15",55.00,"Property Tax"
"Balugaon","08","2022-01-15","01/2021-22/012816","2022-01-15",120.00,"Property Tax"
"Balugaon",NULL,"2021-12-31","12/2021-22/008171","2021-12-31",265.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009513","2022-01-04",70.00,"Property Tax"
"Balugaon","09","2021-12-01","12/2021-22/002752","2021-12-01",140.00,"Property Tax"
"Balugaon","09","2022-01-09","01/2021-22/010714","2022-01-09",105.00,"Property Tax"
"Balugaon",NULL,"2022-01-18","01/2021-22/015874","2022-01-18",35.00,"Property Tax"
"Balugaon","09","2021-12-31","12/2021-22/008168","2021-12-31",65.00,"Property Tax"
"Balugaon","01","2021-12-31","12/2021-22/008292","2021-12-31",1700.00,"Property Tax"
"Balugaon",NULL,"2022-01-15","01/2021-22/012827","2022-01-15",920.00,"Property Tax"
"Balugaon","06","2022-01-15","01/2021-22/012971","2022-01-15",64.00,"Property Tax"
"Balugaon","06","2022-01-12","01/2021-22/011876","2022-01-12",60.00,"Property Tax"
"Balugaon","07","2022-01-10","01/2021-22/011150","2022-01-10",45.00,"Property Tax"
"Balugaon","06","2022-01-12","01/2021-22/011872","2022-01-12",40.00,"Property Tax"
"Koraput","12","2021-12-20","12/2021-22/006295","2021-12-20",4833.00,"Property Tax"
"Balugaon","06","2022-01-12","01/2021-22/011875","2022-01-12",75.00,"Property Tax"
"Balugaon","07","2022-01-10","01/2021-22/011161","2022-01-10",35.00,"Property Tax"
"Balugaon","11","2022-01-10","01/2021-22/010805","2022-01-10",3119.00,"Property Tax"
"Balugaon",NULL,"2022-01-15","01/2021-22/012870","2022-01-15",50.00,"Property Tax"
"Balugaon","10","2022-01-12","01/2021-22/011909","2022-01-12",1140.00,"Property Tax"
"Balugaon","07","2022-01-10","01/2021-22/011084","2022-01-10",50.00,"Property Tax"
"Balugaon","03","2021-12-31","12/2021-22/008278","2021-12-31",65.00,"Property Tax"
"Balugaon",NULL,"2022-01-10","01/2021-22/011153","2022-01-10",55.00,"Property Tax"
"Balugaon","05","2022-01-07","01/2021-22/010421","2022-01-07",50.00,"Property Tax"
"Balugaon","07","2022-01-10","01/2021-22/011199","2022-01-10",85.00,"Property Tax"
"Balugaon","04","2022-01-04","01/2021-22/009403","2022-01-04",510.00,"Property Tax"
"Balugaon","06","2022-01-15","01/2021-22/012918","2022-01-15",50.00,"Property Tax"
"Balugaon","09","2021-12-13","12/2021-22/004670","2021-12-13",520.00,"Property Tax"
"Balugaon","10","2021-12-07","12/2021-22/003644","2021-12-07",120.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000243","2021-10-08",2525.00,"Property Tax"
"Balugaon","06","2022-01-13","01/2021-22/012242","2022-01-13",65.00,"Property Tax"
"Balugaon","06","2022-01-15","01/2021-22/012931","2022-01-15",30.00,"Property Tax"
"Talcher","13","2021-10-18","10/2021-22/000344","2021-10-18",1044.00,"Property Tax"
"Balugaon",NULL,"2022-01-15","01/2021-22/012912","2022-01-15",60.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000246","2021-10-08",1978.00,"Property Tax"
"Talcher","06","2021-10-18","10/2021-22/000315","2021-10-18",768.00,"Property Tax"
"Talcher",NULL,"2021-10-08","10/2021-22/000247","2021-10-08",7344.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000249","2021-10-08",1762.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000248","2021-10-08",7344.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000251","2021-10-08",5508.00,"Property Tax"
"Talcher",NULL,"2021-10-05","10/2021-22/000151","2021-10-05",379.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000256","2021-10-08",2022.00,"Property Tax"
"Talcher","06","2021-10-18","10/2021-22/000316","2021-10-18",1178.00,"Property Tax"
"Talcher",NULL,"2021-10-08","10/2021-22/000253","2021-10-08",3060.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000252","2021-10-08",4080.00,"Property Tax"
"Talcher","13","2021-10-11","10/2021-22/000285","2021-10-11",7042.00,"Property Tax"
"Talcher",NULL,"2021-10-08","10/2021-22/000258","2021-10-08",10200.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000259","2021-10-08",2712.00,"Property Tax"
"Talcher","13","2021-10-18","10/2021-22/000345","2021-10-18",170.00,"Property Tax"
"Talcher","13","2021-10-11","10/2021-22/000297","2021-10-11",1700.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000260","2021-10-08",1584.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000257","2021-10-08",830.00,"Property Tax"
"Talcher","13","2021-10-11","10/2021-22/000281","2021-10-11",1370.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000265","2021-10-08",1122.00,"Property Tax"
"Talcher",NULL,"2021-10-11","10/2021-22/000282","2021-10-11",51000.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000242","2021-10-08",648.00,"Property Tax"
"Talcher",NULL,"2021-10-11","10/2021-22/000293","2021-10-11",1040.00,"Property Tax"
"Talcher","06","2021-10-05","10/2021-22/000150","2021-10-05",437.00,"Property Tax"
"Talcher","13","2021-10-11","10/2021-22/000295","2021-10-11",1608.00,"Property Tax"
"Talcher","13","2021-10-11","10/2021-22/000296","2021-10-11",5100.00,"Property Tax"
"Talcher",NULL,"2021-10-11","10/2021-22/000286","2021-10-11",1596.00,"Property Tax"
"Talcher",NULL,"2021-10-11","10/2021-22/000283","2021-10-11",12750.00,"Property Tax"
"Talcher","13","2021-10-11","10/2021-22/000291","2021-10-11",4272.00,"Property Tax"
"Talcher","13","2021-10-11","10/2021-22/000292","2021-10-11",1570.00,"Property Tax"
"Talcher","13","2021-10-11","10/2021-22/000294","2021-10-11",3672.00,"Property Tax"
"Talcher",NULL,"2021-10-11","10/2021-22/000284","2021-10-11",1648.00,"Property Tax"
"Talcher","15","2021-10-27","10/2021-22/000551","2021-10-27",7206.00,"Property Tax"
"Talcher","13","2021-10-08","10/2021-22/000273","2021-10-08",2376.00,"Property Tax"
"Talcher",NULL,"2021-10-08","10/2021-22/000261","2021-10-08",2048.00,"Property Tax"
